1108453.0	0.0
197644.1	0.0
197644.0	0.0
196122.0	22.0
3946926.0	0.0
denovo9503.0	0.0
denovo6551.1	2.62637314531
denovo2183.0	0.0
272953.0	5.0
166664.1	0.0
172640.0	0.0
172640.1	0.0
denovo5848.0	2.0
4476780.0	29.0
denovo5982.0	8.0
4424327.0	1015.0
3600504.0	0.0
4443094.0	0.0
denovo2199.0	1.0
denovo12305.0	3.0
4464113.0	0.0
4464113.1	0.0
313069.1	0.0
denovo10247.0	0.0
denovo10247.1	0.0
303652.0	1.0
denovo5741.0	0.0
261373.0	0.0
denovo6551.0	0.373626854694
denovo11208.0	0.0
denovo10394.0	9.0
2875735.0	0.0
172161.0	0.0
172161.1	0.0
4474255.0	0.0
4378740.0	389.810723354
4378740.1	126.189276646
1141335.0	0.0
denovo10243.0	0.0
1992.0	6.0
192598.0	0.0
192598.1	0.0
260201.0	0.0
184470.0	0.0
14094.0	0.0
denovo1277.0	0.0
denovo12694.0	0.0
denovo10559.0	0.0
179927.0	4.0
316381.0	0.0
4421276.0	0.0
denovo9909.0	24.0
denovo12065.0	0.0
110016.0	0.0
denovo9569.0	4.0
146564.0	0.0
146564.1	0.0
1109178.0	0.0
191948.1	0.0613504135306
denovo11165.0	2.0
161277.0	0.0
1033413.0	0.0
denovo8373.1	0.0
174573.0	133.0
3588390.0	0.0
317389.0	0.0
denovo3492.0	1.0
197696.0	0.0
denovo3498.0	0.0
661259.1	0.0
661259.0	0.0
denovo6811.0	0.0
262095.0	0.0
denovo5713.0	1.0
335965.0	10.0
304080.0	14.0
denovo10506.0	0.0
175485.0	0.0
denovo12921.0	0.0
1135084.1	5.06523558397
denovo1235.0	0.0
832848.0	0.0
denovo8389.0	1.0
denovo13122.0	0.0
denovo5454.0	3.0
676211.1	0.0
676211.0	0.0
denovo4399.0	0.0
4094866.0	0.0
denovo9776.0	0.0
denovo9776.1	0.0
319702.0	1.0
denovo2609.0	4.0
296045.0	0.0
296045.1	0.0
4460109.1	2.8215747851
4460109.0	0.178425214899
denovo6432.0	1.0
291090.0	5.0
268099.0	0.0
191616.0	0.0
195123.1	0.0
denovo1779.0	0.0
denovo8002.0	0.0
denovo4581.0	0.0
denovo13353.0	0.0
194490.0	25.0
denovo5426.0	0.0
denovo5712.0	0.0
3016478.0	0.0
556126.0	0.0
179513.0	2.0
827592.0	1.52402994913
denovo10697.0	2.7840060784
denovo1402.0	0.0
denovo1402.1	0.0
271880.0	2.0
267451.0	0.0
275984.0	1.0
160140.0	0.0
160140.1	0.0
3327894.1	0.0
denovo9225.0	13.0
3141094.0	2.0
4390319.0	0.0
183958.0	0.0
339549.0	4.22183603436
169845.0	0.0
denovo5886.0	0.0
denovo5886.1	0.0
827522.0	0.0
denovo4573.0	3.0
denovo10472.0	0.0
995147.0	0.0
437137.0	0.0
263171.0	0.0
4365130.0	0.0
4444771.0	0.0
133719.0	0.0
denovo1065.0	5.0
136604.0	25.0
4440624.0	3.0
273954.0	0.223931862026
273954.1	0.776068137974
1571092.0	8.0
264359.1	1.5483624969
264359.0	0.4516375031
denovo3780.1	0.0
denovo3780.0	0.0
denovo902.1	0.0
174959.0	0.0
263992.1	31.9973374528
263992.0	7.00266254718
denovo2950.0	0.0
313069.0	0.0
185483.0	0.0
575041.0	0.0
271230.0	0.0
denovo2874.0	0.0
132338.0	0.0
162639.0	3.0
179838.0	0.0
denovo4917.0	0.0
828435.0	0.0
denovo9553.0	0.0
denovo10694.0	0.0
denovo10581.0	0.0
4442899.0	2.0
denovo2181.1	0.0
denovo2181.0	0.0
194950.0	4.0
318732.1	0.0
denovo265.0	1.0
1106006.0	0.0
denovo8373.0	0.0
231021.0	1.0
1931575.0	0.0
133719.1	0.0
3265889.0	0.0
3265889.1	0.0
185222.0	0.0
47365.0	2.0
denovo1739.0	0.0
denovo11206.0	15.0
295590.0	0.0
denovo8798.0	3.0
denovo11903.0	0.0
denovo11903.1	0.0
269378.0	0.0
denovo11716.0	0.0
188610.0	0.0
denovo1773.0	0.0
denovo8413.0	0.0
392918.0	0.0
190114.0	0.0
denovo3630.0	2.97535776953
denovo9521.0	0.0
260456.0	0.0
381666.0	3.0
denovo663.1	0.0
denovo663.0	0.0
228140.0	0.0
denovo10305.0	0.0
4339832.1	0.0
denovo9575.0	0.0
denovo6356.0	7.0
denovo4689.0	0.0
denovo10769.0	0.0
182061.0	0.0
denovo4967.0	0.0
